id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
55000,France,"A lovely blend of tart berry and red-apple notes creates an inviting nose. The palate brings these lovely, almost autumnal berry notes even further as they are amplified by the lively frothy mousse. This is totally fruit driven, very appetizing and refreshing with an almost cleansing but lasting finish.",Rosé,89,25.0,Alsace,Crémant d'Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Specht 2015 Rosé Sparkling (Crémant d'Alsace),Sparkling Blend,Domaine Specht
55001,France,The enticing tartness of red and green apples dominates the appetizing nose. These crisp notes are heightened by a very lively frothing mousse on a light dry palate that shows both autolysis and freshness. The finish is lip-smacking and very refreshing and has a lasting hint of yeast.,Blanc,89,20.0,Alsace,Crémant d'Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Specht NV Blanc Sparkling (Crémant d'Alsace),Sparkling Blend,Domaine Specht
55002,US,This light-bodied wine is quite dry and nervy with acidity. Its fresh red cherry and cranberry flavors follow floral and black cherry aromas. Smoky-earthy complexity adds interest to its elegant personality.,Twinkle,89,26.0,California,El Dorado,Sierra Foothills,Jim Gordon,@gordone_cellars,Donkey & Goat 2016 Twinkle Mourvèdre (El Dorado),Mourvèdre,Donkey & Goat
55003,Germany,"Musky, floral perfume introduces this bright, candied Riesling full of sweet pink grapefruit and tangerine flavors. Crisp acidity freshens the mid palate but the finish is a touch caramelized. Drink now.",Dr. H,89,19.0,Mosel,,,Anna Lee C. Iijima,,Dr. Hermann 2015 Dr. H Riesling (Mosel),Riesling,Dr. Hermann
55004,France,This is an unusual 100% Pinot Meunier Champagne. Its stark dryness is balanced by the natural softness of the grapes to give a rounded wine full of spicy apple balanced by fine textured acidity. Ready to drink now.,Bansionensi Extra Brut,89,49.0,Champagne,Champagne,,Roger Voss,@vossroger,Eric Taillet NV Bansionensi Extra Brut Pinot Meunier (Champagne),Pinot Meunier,Eric Taillet
55005,US,"Lighter and livelier than typical California Viognier, this has crisp apple and citrus aromas, nicely tangy fruit flavors and relatively light body. It feels juicy but lean rather than rich, in a refreshing alternative style.",,89,24.0,California,Fair Play,Sierra Foothills,Jim Gordon,@gordone_cellars,Feist 2016 Viognier (Fair Play),Viognier,Feist
55006,US,"Made in a careful, non-intrusive, natural style, this combines wild strawberry and peppery herb flavors. It offers moderate tannins and a strongly herbal finish.",,89,24.0,Oregon,Eola-Amity Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Franchere 2015 Pinot Noir (Eola-Amity Hills),Pinot Noir,Franchere
55007,France,"Rounded ripe Chardonnay is the backbone of this accessible wine. Yes, it is crisp with an edge of steeliness, but its acidity is tempered by the rich lime and apricot flavors. The wine is ripe, fruity and ready to drink.",Cuvée Grande Réserve Brut,89,50.0,Champagne,Champagne,,Roger Voss,@vossroger,Gallimard Père et Fils NV Cuvée Grande Réserve Brut Chardonnay (Champagne),Chardonnay,Gallimard Père et Fils
55008,France,"The vivid, deeply pink shade of this sparkler promises freshness. Both the nose and palate are chock-full of fruit: Tart red apple, strawberry and a touch of peach fill the head. The mousse is lively and frothy, the finish is dry, fresh and very moreish.",Brut Rosé,89,30.0,Alsace,Crémant d'Alsace,,Anne Krebiehl MW,@AnneInVino,Gustave Lorentz NV Brut Rosé Sparkling (Crémant d'Alsace),Sparkling Blend,Gustave Lorentz
55009,France,"The wine is all fruit: red berries and red currants bursting from the glass. The red wine used to give color has added an edge of tannic texture to the ripe fruitiness. In the house style of this producer, the wine is dry and crisp at the end. Drink now.",Le Rosé Premier Cru Brut,89,58.0,Champagne,Champagne,,Roger Voss,@vossroger,J. Dumangin Fils NV Le Rosé Premier Cru Brut  (Champagne),Champagne Blend,J. Dumangin Fils
