id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
50000,Italy,"Elegant and initially timid, this opens slowly to reveal notes of cinnamon bun, baked cherry, blackberry pie and chopped rosemary. The close is spicy and bright, showing structure and power.",,90,,Veneto,Amarone della Valpolicella,,,,Alpha Zeta 2006  Amarone della Valpolicella,"Corvina, Rondinella, Molinara",Alpha Zeta
50001,US,"Pretty and deep, this has notes of juicy boysenberry, blueberry and cherry. The balanced acidity and racy tannins give it substance and style.",,90,35.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,àMaurice 2009 Malbec (Columbia Valley (WA)),Malbec,àMaurice
50002,Argentina,"Norton Reserva is one of Argentina's best Cabernetss for the money. This vintage offers a mineral aroma along with rose petal, baked plum and spiced cherry scents. It feels deep, generous and balanced, with cassis, blackberry, earth and molasses flavors.",Reserva,90,18.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Bodega Norton 2010 Reserva Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Bodega Norton
50003,Spain,"With a nose of toffee, dried apricot, cocoa powder and rancio, this is classic off-dry amontillado. It feels fresh and active, then tastes rich and moderately sweet, with flavors of hazelnut, caramel, toasted banana, orange and spice. Nutty and smooth on the finish.",Amontillado,90,15.0,Andalucia,Jerez,,Michael Schachner,@wineschach,Bodegas Dios Baco S.L. NV Amontillado Sherry (Jerez),Sherry,Bodegas Dios Baco S.L.
50004,Italy,"A bit funky, the nose shows notes that suggest animal, farmyard and leather along with aromas of overripe black berries. The fruit has already dried up on the palate however, leaving green coffee bean sensations and astringent tannins that generate a drying, bitter finish. The second bottle was exactly the same.",,85,,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Valdicava 2009  Brunello di Montalcino,Sangiovese,Valdicava
50005,US,Though only aged in 30% new oak—half French and half Hungarian—the wood is far out front here with notes of vanilla and butterscotch overtaking the cherry. It's light in style with vanilla flavors throughout.,Pheasant Vineyard,85,20.0,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,@wawinereport,Kyra 2010 Pheasant Vineyard Sangiovese (Wahluke Slope),Sangiovese,Kyra
50006,US,"The wine has a light, silky texture, low alcohol and the brisk acidity of the Central Coast. With savory raspberry and vanilla flavors, it's ready to drink now.",,85,16.0,California,Central Coast,Central Coast,,,La Merika 2012 Pinot Noir (Central Coast),Pinot Noir,La Merika
50007,US,"The price makes this Chardonnay a pretty good bargain. It's dry and crisp in acidity, with a creamy texture housing tropical fruit, peach, lemon custard, honey and buttered toast flavors.",446 Single Vineyard,85,13.0,California,Monterey County,Central Coast,,,Noble Vines 2012 446 Single Vineyard Chardonnay (Monterey County),Chardonnay,Noble Vines
50008,Argentina,"Nectarine, peach pit and a dusty, oily scent define the nose on this mid-level, quaffable white. The body is on the plump side, with ample acidity. Flavors of stone fruits and papaya finish briny.",Estate Bottled,85,15.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Bodega Carmine Granata 2013 Estate Bottled Semillon (Mendoza),Sémillon,Bodega Carmine Granata
50009,US,"Plum, dark chocolate, blackberry jam and licorice flavors star in this ambitious Cabernet. It's soft and appealing, but a little too one-dimensional, and it's hard to see it aging.",Saunders Vineyard Reserve,85,50.0,California,Carmel Valley,Central Coast,,,Boëté 2009 Saunders Vineyard Reserve Cabernet Sauvignon (Carmel Valley),Cabernet Sauvignon,Boëté
50010,US,"High alcohol gives the wine heat, especially in the finish. It's also overripe, with the blackberries veering into port-like raisins and prunes. But it is thoroughly dry, with good acidity and tannins. Tasted twice, with consistent results.",La Tertazza Bloc Reserve,85,39.0,California,Paso Robles,Central Coast,,,Cerro Prieto 2010 La Tertazza Bloc Reserve Syrah (Paso Robles),Syrah,Cerro Prieto
50011,France,"Light and fruity, this is a fresh, rounded wine with attractive berry fruits. It is already smooth, although the tannins are in the background. It's fragrant with a medium-term potential. Drink from 2015.",,85,24.0,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Château d'Arcins 2011  Haut-Médoc,Bordeaux-style Red Blend,Château d'Arcins
50012,France,"Weight and dense tannins go with the firm black fruits and acidity, producing a wine that is spicy, fruity and likely to age quickly. Drink from 2015.",,85,,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Ducla 2011  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Ducla
50013,France,A light and rather stalky wine from the flat plain close to the Dordogne river. It has some black currant flavors that are firmed out by dry tannins. The aftertaste is fresh and juicy.,,85,23.0,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château Joly 2011  Saint-Émilion,Bordeaux-style Red Blend,Château Joly
50014,France,"With considerable spicy, smoky wood, this is a rich, while extracted, wine. It does have some juicy fruit that shows potential so it should soften and become less bitter. Drink from 2017.",,85,20.0,Bordeaux,Médoc,,Roger Voss,@vossroger,Château l'Argenteyre 2011  Médoc,Bordeaux-style Red Blend,Château l'Argenteyre
50015,US,"A lightly aromatic wine with notes of peach, melon, and toasted grapenuts. It drinks off dry, but lacks the stitching to hold it all together.",,85,15.0,Idaho,,,Sean P. Sullivan,@wawinereport,Colter's Creek 2012 Viognier,Viognier,Colter's Creek
50016,Spain,"Despite having mildly cheesy, oily aromas, this ranks as a perfectly quaffable everyday white, with modest acidity and a round, easygoing attitude. Flavors of peach and melon finish a touch mealy.",Edicion Limitada,85,9.0,Central Spain,Vino de la Tierra de Castilla,,Michael Schachner,@wineschach,Maximo 2012 Edicion Limitada Viura (Vino de la Tierra de Castilla),Viura,Maximo
50017,US,"A pretty coppery color reminiscent of the rosés of southern France, this unusual blend of Mourvèdre, Syrah, Malbec and Viognier is done via the saignée (bleeding the tanks) method. Muted flavors of dried peach, banana and cantaloupe combine in an interesting way, but the finish has off-flavors.",La Primavera,85,20.0,Washington,Washington,Washington Other,Paul Gregutt,@paulgwine ,Eleven 2012 La Primavera Rosé (Washington),Rosé,Eleven
50018,US,There's a stubbornly vegetal streak to this Merlot. It pops out in the aroma and lasts through the flavors of cherry pie and raspberry sour candy. Ready to drink now.,,85,20.0,California,Santa Ynez Valley,Central Coast,,,Gainey 2010 Merlot (Santa Ynez Valley),Merlot,Gainey
50019,France,"A full and ripe wine, it is richly layered with black fruits, soft tannins and a juicy, warm aftertaste. The acidity at the end adds a little freshness. It's made to be drunk now.",,85,9.0,Bordeaux,Médoc,,Roger Voss,@vossroger,Kirkland Signature 2011  Médoc,Bordeaux-style Red Blend,Kirkland Signature
50020,US,This wine offers a sizable mouthful of blackberry and softened though persistent and present tannins. On the nose a whiff of rubber glove mars the wine.,Estate Bottled,85,32.0,California,Livermore Valley,Central Coast,Virginie Boone,@vboone,Las Positas 2011 Estate Bottled Syrah (Livermore Valley),Syrah,Las Positas
50021,Italy,"This single-vineyard offering opens with aromas of very mature—nearly overripe—black fruit and tilled soil. The palate is already evolved, showing fig, prune and cooked fruit along with espresso and oak. It finishes on a note of astringent wood tannins.",Vigna Basarin,85,37.0,Piedmont,Barbera d'Alba,,Kerin O’Keefe,@kerinokeefe,Livio Voghera 2010 Vigna Basarin  (Barbera d'Alba),Barbera,Livio Voghera
50022,US,"Crimson is half Merlot, one-third Cab Franc, the rest a mix of Petit Verdot and Cabernet Sauvignon. There's some volatility in the nose, with bright, spicy strawberry fruit swathed in light chocolate. The midpalate drops out.",Crimson,85,25.0,Washington,Washington,Washington Other,Paul Gregutt,@paulgwine ,Merry Cellars 2011 Crimson Red (Washington),Bordeaux-style Red Blend,Merry Cellars
50023,Spain,"Scratchy red-berry aromas are herbal but not fully green. This has a lively, raw, choppy mouthfeel and flavors of herbal red berry and thyme. On the finish, it reverts to dry and scratchy.",Finca Los Cerrillos Roble,85,16.0,Central Spain,Vino de la Tierra de Castilla,,Michael Schachner,@wineschach,Montalvo Wilmot 2008 Finca Los Cerrillos Roble Tempranillo-Cabernet Sauvignon (Vino de la Tierra de Castilla),Tempranillo-Cabernet Sauvignon,Montalvo Wilmot
50024,US,"For $15 or less, you can't expect a great Pinot Noir, but you can expect a good everyday one, which is what this is. It's dry, silky and smooth, with cherry pie and white pepper flavors.",667,85,15.0,California,Monterey County,Central Coast,,,Noble Vines 2012 667 Pinot Noir (Monterey County),Pinot Noir,Noble Vines
50025,Spain,"Slightly mealy aromas of melon and papaya set up an easygoing, creamy palate, with green banana and nectarine flavors. A plump, fairly balanced finish ensures that this quaffer makes it to the finish line in decent shape. Drink immediately.",,85,9.0,Central Spain,La Mancha,,Michael Schachner,@wineschach,Paso a Paso 2012 Verdejo (La Mancha),Verdejo,Paso a Paso
50026,Argentina,"Latex, leather and asphalt aromas compete with berry aromas on what amounts to a hard, tough nose. Narrow in the mouth, with tomato-like acidity, this tastes woody and salty, with modest berry flavors.",Yauquen,85,14.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Ruca Malen 2011 Yauquen Bonarda (Mendoza),Bonarda,Ruca Malen
50027,US,"With decent blackberry, cherry and oak flavors, this is an everyday Cabernet for drinking now. It's dry and tannic, and the finish is clean and spicy. The price makes it a good buy.",,85,11.0,California,California,California Other,,,Bogle 2011 Cabernet Sauvignon (California),Cabernet Sauvignon,Bogle
50028,US,"This reserve wine is a four grape, Bordeaux-style blend, with Cabernet Sauvignon holding the principal spot. The flavors are diffuse, lightly herbal and peppery, with little concentration or definition.",Thornwood Reserve,85,49.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Challenger Ridge 2010 Thornwood Reserve Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Challenger Ridge
50029,Chile,"Leather, fresh mushroom and stalky notes surround a core of black-fruit aromas. This feels hard and choppy, with bold acidity that isn't fully integrated. Plum and berry flavors end in a bright finish driven by the acidity.",Casa Grand Selection,87,14.0,Rapel Valley,,,Michael Schachner,@wineschach,Lapostolle 2013 Casa Grand Selection Merlot (Rapel Valley),Merlot,Lapostolle
50030,France,"The varieties in the blend include Grenache Blanc, Roussanne and Viognier. They come together to offer hints of pineapple, pear and citrus. There's a silky texture on the palate, then a clean, crisp finish.",Luna,87,16.0,Rhône Valley,Côtes du Rhône Villages,,Joe Czerwinski,@JoeCz,Laudun Chusclan 2013 Luna White (Côtes du Rhône Villages),Rhône-style White Blend,Laudun Chusclan
50031,US,"Fruit flavors of blue plum and blueberry are matched to a light layer of chocolate from aging in 30% new French oak. It's smooth and polished, but feels a bit stripped as it fades out, leaving some orange-flavored acidity.",,87,30.0,Oregon,Rogue Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Ledger David 2011 Malbec (Rogue Valley),Malbec,Ledger David
50032,Germany,"Sunny tangerine acidity and white peach flavors brighten this earthy, smoky Riesling. Off dry, brisk and finely textured, it's a refreshing, yet juicy sip. Drink now.",Bernkasteler Kurfürstlay Kabinett,87,13.0,Mosel,,,Anna Lee C. Iijima,,Leonard Kreusch 2013 Bernkasteler Kurfürstlay Kabinett Riesling (Mosel),Riesling,Leonard Kreusch
