id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
125000,France,"With 14 months oak aging, this structured, spicy wine shows considerable toast. A strongly smoky character is freshened by the red currant and blackberry fruitiness. Acidity gives the wine a lift and also promises aging. Drink from 2017.",Grande Lignée,89,19.0,Southwest France,Cahors,,Roger Voss,@vossroger,Château de Gaudou 2013 Grande Lignée Malbec-Merlot (Cahors),Malbec-Merlot,Château de Gaudou
125001,Israel,"Aromas of black cherry and a hint of height-of-summer farmstead prep the palate for flavors of blackberry, black cherry, roasted meat, sage, and bell pepper. There is a nice combination of fruit and savory flavors, and the persistent finish offers lingering notes of fruits of the wood and roasted meat. Mevushal.",M-Series,89,40.0,Jerusalem Hills,,,Mike DeSimone,@worldwineguys,Psagot 2012 M-Series Cabernet Sauvignon (Jerusalem Hills),Cabernet Sauvignon,Psagot
125002,Italy,"Baking spice, dried flower, dark-skinned berry and a whiff of coconut lead the nose on this straightforward Barolo. The firm palate offers dried black cherry, toast and vanilla alongside firm, tightly knit tannins.",,89,59.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Tenuta Rocca 2011  Barolo,Nebbiolo,Tenuta Rocca
125003,Italy,"Polished and fragrant, this charming red offers alluring scents of freshly picked rose, red berry, tilled soil and a whiff of aromatic herb. Vibrant acidity and supple tannins balance the bright cherry, strawberry, white pepper and anise flavors. Enjoy through 2017.",,89,20.0,Piedmont,Coste della Sesia,,Kerin O’Keefe,@kerinokeefe,Travaglini 2013 Nebbiolo (Coste della Sesia),Nebbiolo,Travaglini
125004,Portugal,The reserve version of this wine has extra richness and concentration. Solid tannins are filled out with ripe juicy blackberry fruits and perfumed acidity. The wine is concentrated and could age for a few more months. Drink from 2017.,Charamba Reserva,89,9.0,Douro,,,Roger Voss,@vossroger,Aveleda 2013 Charamba Reserva Red (Douro),Portuguese Red,Aveleda
125005,Germany,"A chalky slightly saline minerality extends through this lemony fresh wine, accenting plush fruity flavors of apple, peach and pear. It's silky on the palate and refreshing in composure, ideal for elegant and casual entertaining.",Nackenheimer Kabinett Trocken,89,14.0,Rheinhessen,,,Anna Lee C. Iijima,,Binz 2014 Nackenheimer Kabinett Trocken Pinot Gris (Rheinhessen),Pinot Gris,Binz
125006,Italy,"This offers aromas of pressed rose, cherry marinated in spirits, aromatic herb and menthol. The bracing palate shows raw red cherry, clove, white pepper and a hint of mocha while assertive tannins and racy acidity provide the framework. It's still young and aggressively tannic so don't attempt before 2019.",Fossati,89,115.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Borgogno 2011 Fossati  (Barolo),Nebbiolo,Borgogno
125007,Italy,"Aromas of baked plum, cherry under spirits, oak and coconut lead the nose while the polished palate offers ripe black cherry, vanilla, grilled herb and a hint of licorice. Firm, fine-grained tannins support the savory flavors.",Valmaggiore Riserva,89,,Piedmont,Roero,,Kerin O’Keefe,@kerinokeefe,Cascina Chicco 2011 Valmaggiore Riserva  (Roero),Nebbiolo,Cascina Chicco
125008,Israel,"This wine offers a bouquet of raspberry and smoked meat with a touch of bell pepper. Flavors of black cherry, smoked meat, black pepper and eucalyptus mingle on the palate, with savory notes outweighing fruit. Soft tannins coat the mouth, and ultimately black cherry lingers on the back palate.",French Blend,89,28.0,Galilee,,,Mike DeSimone,@worldwineguys,Or Haganuz 2012 French Blend Red (Galilee),Bordeaux-style Red Blend,Or Haganuz
125009,Argentina,"Primary aromas of black cherry and cassis come with minerally notes, herbal hints and a drop of iodine. This feels good but narrow, while saucy, lightly herbal berry flavors end with tolerable saltiness. Drink through 2019.",Grand Reserve Limited Production,89,22.0,Mendoza Province,Luján de Cuyo,,Michael Schachner,@wineschach,Piattelli 2011 Grand Reserve Limited Production Malbec (Luján de Cuyo),Malbec,Piattelli
