id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
75000,US,"Lime, sea shell, rainy cement and orange-rind aromas make for a brisk entry to the nose of this bottling, rounded out by a touch of pineapple. The palate is framed by a chalky grip, and shows flavors of tangy lemon and slightly sour apple.",,88,19.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Alma Rosa 2015 Chardonnay (Santa Barbara County),Chardonnay,Alma Rosa
75001,US,"Aromas of warm peach custard meet with baked yellow apples, banana flambé and caramelized fruit on the nose. Baked pears and slightly sour tangerine rinds show on the intriguing sip that may need some time in bottle to become fully appreciated.",Claudia Cuvée Estate,88,35.0,California,Adelaida District,Central Coast,Matt Kettmann,@mattkettmann,Alta Colina 2014 Claudia Cuvée Estate Marsanne (Adelaida District),Marsanne,Alta Colina
75002,Italy,"Made with 70% Sangiovese and 30% Cabernet Sauvignon, this offers aromas of baked plum, espresso, and baking spice. The robust palate opens with black fruit, chocolate and licorice alongside gripping tannins. You'll also notice the warmth of evident alcohol on the close.",Cabreo Il Borgo,88,57.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Ambrogio e Giovanni Folonari 2013 Cabreo Il Borgo Red (Toscana),Red Blend,Ambrogio e Giovanni Folonari
75003,Italy,"Made entirely with Chardonnay, this opens with aromas of toast and whiffs of banana and mango. The aromas carry on to the palate along with a creamy hint of butter.",Cabreo La Pietra,88,37.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Ambrogio e Giovanni Folonari 2014 Cabreo La Pietra Chardonnay (Toscana),Chardonnay,Ambrogio e Giovanni Folonari
75004,Italy,"Made with 50% Cabernet Sauvignon and 50% Syrah, this opens with delicate aromas of cassis and sandalwood. The palate delivers dried black cherry, toast, licorice and black pepper alongside gripping tannins.",Ardito,88,54.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Baracchi 2012 Ardito Red (Toscana),Red Blend,Baracchi
75005,Italy,"Made entirely with Pinot Nero, this offers strawberry and tomato aromas. The round and ready palate provides raspberry, green tea and a touch of vanilla alongside smooth tannins. Enjoy soon.",,88,60.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Baracchi 2013 Pinot Nero (Toscana),Pinot Nero,Baracchi
75006,US,"Crisp lemon, apple and pear abound in this richly textured yet pertly balanced Pinot Blanc. It's an easy quaffing, elegant wine with hints of nut and toast that extend elegantly on the finish. Drink now through 2020.",Reserve Morris Vineyard,88,20.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Heron Hill 2015 Reserve Morris Vineyard Pinot Blanc (Finger Lakes),Pinot Blanc,Heron Hill
75007,US,Pleasing aromas of raspberry jam and spice lead to soft plump raspberry and cranberry flavors. It's fruit forward and brings a lot of enjoyment.,,88,27.0,Idaho,,,Sean P. Sullivan,@wawinereport,Huston 2013 Merlot,Merlot,Huston
75008,US,"This soft, round and juicy wine is ripe and full bodied, a good representative of the vintage. It shows brambly black fruit, mocha and hints of coconut flakes that endure through the finish.",Spicer Vineyard,88,70.0,California,Stags Leap District,Napa,Virginie Boone,@vboone,J. Moss Wines 2012 Spicer Vineyard Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,J. Moss Wines
75009,US,"Buoyantly fragrant, this voluptuous Chardonnay bursts of mango, guava and berry aromas. The palate is a bit more subdued, suggesting fresh apple and pear. Fruity, fresh and uncomplicated, it's balanced neatly by a flash of acidity on the midpalate. Drink now through 2019.",Orient,88,22.0,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,,Kontokosta 2014 Orient Chardonnay (North Fork of Long Island),Chardonnay,Kontokosta
