id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
40000,Portugal,This is a ripe and juicy blend of Cabernet Sauvignon and Tinta Roriz. The tannins are present although well integrated into the fine juicy red-fruit flavors. The wine is ready to drink.,Pedras do Monte,87,9.0,Lisboa,,,Roger Voss,@vossroger,DFJ Vinhos 2013 Pedras do Monte Red (Lisboa),Portuguese Red,DFJ Vinhos
40001,France,It's the lightly honeyed Gros Manseng in the blend with Sauvignon Blanc that works well for this Fezes family wine from northern Gascony. It rounds out the citrus flavors and adds apricot and green plums. The result is an attractive fruity wine that will be better from the end of 2016.,Terres Blanches,87,12.0,Southwest France,Côtes de Gascogne,,Roger Voss,@vossroger,Domaine Chiroulet 2015 Terres Blanches White (Côtes de Gascogne),White Blend,Domaine Chiroulet
40002,France,"Folle Noire is another name for the Négrette, the signature grape of Fronton. This wine comes from a clay and ironstone vineyard that has produced an intensely perfumed wine. It balances a smooth structure and vivid black fruits. The tannins are light and rounded. It's a wine to drink soon, from 2017.",La Folle Noire d'Ambat,87,18.0,Southwest France,Fronton,,Roger Voss,@vossroger,Domaine le Roc 2014 La Folle Noire d'Ambat Negrette (Fronton),Negrette,Domaine le Roc
40003,Italy,"Aromas of ripe black cherry, strawberry compote and baking spice lead the way while the easygoing palate offers crushed raspberry and hint of white pepper. Dusty tannins provide light support.",,87,15.0,Tuscany,Rosso di Montepulciano,,Kerin O’Keefe,@kerinokeefe,Duca di Saragnano 2014  Rosso di Montepulciano,Red Blend,Duca di Saragnano
40004,Portugal,"This second wine from Duorum brings out ripe fruits, firm still young tannins and some concentrated acidity. It has touches of minerality along with bright red fruits and bold streaks of acidity. The wine is young although it is ready to drink now.",Tons de Duorum,87,11.0,Douro,,,Roger Voss,@vossroger,Duorum 2014 Tons de Duorum Red (Douro),Portuguese Red,Duorum
40005,Portugal,"The principal grapes of Dão are all in this ripe, fruity blend: Touriga Nacional, Tinta Roriz and Alfrocheiro are rich, full of blackberry fruits and layered with some firm tannins. The wine is ripe while still retaining the structure from the granite soil. Drink now.",Messias Selection,87,8.0,Dão,,,Roger Voss,@vossroger,Messias 2013 Messias Selection Red (Dão),Portuguese Red,Messias
40006,US,"Light red in color, this rosé comes from one of the few grapes with red flesh, and is luscious as expected. Aromas of baked cherries, vanilla bean and strawberry pull in the nose, and the palate comes through with fruit punch, stewed red fruit and exotic orange notes. It's a crowd pleaser.",Rosé of,87,24.0,California,Central Coast,Central Coast,Matt Kettmann,@mattkettmann,Michael Rose Cellars 2014 Rosé of Alicante Bouschet (Central Coast),Alicante Bouschet,Michael Rose Cellars
40007,US,"Fermented in stainless steel, this is a crisp white with decent acidity that traffics in pomelo, white fig and peach fuzz. It stays light in style and refreshing before finishing with a somewhat diluted feel.",Classic Collection,87,24.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Napa Cellars 2014 Classic Collection Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Napa Cellars
40008,Italy,"Underbrush, toasted oak and red berry aromas lift out of the glass. The bright, light-bodied palate doles out sour cherry, orange rind, oak, coffee and star anise. Fine-grained tannins and zesty acidity give support.",Belcanto,87,25.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Nittardi 2013 Belcanto  (Chianti Classico),Red Blend,Nittardi
40009,France,"A soft, finely integrated wine with ripe apple fruits and a crisp citrus texture. With its creamy mousse and lively final acidity this nonvintage cuvée is ready to drink. Palmer is the brand name for a grouping of seven growers.",Brut Réserve,87,49.0,Champagne,Champagne,,Roger Voss,@vossroger,Palmer & Co NV Brut Réserve  (Champagne),Champagne Blend,Palmer & Co
40010,US,"Pino is a new Oregon entry from the Bronco Wine Company. This fragrant wine, from Willamette Valley grapes, brings fleshy pear fruit and penetrating spices. There's big, forward flavor to spare, with just a slight burn in the finish.",,87,18.0,Oregon,Oregon,Oregon Other,Paul Gregutt,@paulgwine ,Pino 2014 Pinot Gris (Oregon),Pinot Gris,Pino
40011,US,"Brown sugar and chocolate make for a hedonistic experience in this brawny, powerful wine. It's well-composed in smoky char, juicy blackberry and a full-bodied finish of black pepper.",Old Vine,87,30.0,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Puccioni 2012 Old Vine Zinfandel (Dry Creek Valley),Zinfandel,Puccioni
40012,Portugal,"Still young in color and fruit, this is packed with black fruits and only the lightest hints of wood aging. That makes the wine very different from other vintage Colheitas or aged tawnies, with a style that is ripe and still fresh.",Colheita,87,35.0,Port,,,Roger Voss,@vossroger,Quinta de la Rosa 2008 Colheita  (Port),Port,Quinta de la Rosa
40013,Italy,"This bright, straightforward red offers aromas of wild berry, coffee and a whiff of tilled soil. On the soft, easy-drinking palate, notes of chopped sage and baking spice add interest to the red cherry core. Drink through 2016.",Famiglia Zingarelli,87,16.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Rocca delle Macìe 2014 Famiglia Zingarelli  (Chianti Classico),Red Blend,Rocca delle Macìe
40014,Italy,"Aromas of toast, underbrush and a hint of chocolate covered-cherry lead the nose. The firm palate offers dried black cherry, a hint of star anise and a green note of powdered sage alongside nervous acidity. Tightly packed, bracing tannins leave a tongue-drying finish.",,87,22.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,San Fabiano Calcinaia 2013  Chianti Classico,Red Blend,San Fabiano Calcinaia
40015,US,"Creamy vanilla and pear pie provide a fleshy and full-bodied texture to this wine, which leans tropical in guava and melon. Aged in entirely neutral oak, the fruit shows well within a wave of ripeness.",River Tusque,87,26.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Sanglier Cellars 2014 River Tusque Chardonnay (Sonoma County),Chardonnay,Sanglier Cellars
40016,US,"Shy initially, this wine is intensely creamy and round on the palate, nearly full bodied, dry and hard to pin down. Melon and apple come into play, as do more exotic stone-fruit flavors.",,87,24.0,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Keating 2014 Sauvignon Blanc (Dry Creek Valley),Sauvignon Blanc,Keating
40017,US,"The winery aims for Loire valley characteristics in its wines, hence the reference to Côt, as Malbec is known in the region. This is grapy, purple and young. At this point it's difficult to see much else beyond the fruit and lip-sticking acids. It's a good warm-weather quaffing wine, best served slightly chilled.",Crater Lake Vineyard Loiregon Côt,87,30.0,Oregon,Rogue Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Leah Jørgensen Cellars 2014 Crater Lake Vineyard Loiregon Côt Malbec (Rogue Valley),Malbec,Leah Jørgensen Cellars
40018,Portugal,"Six months in wood has given this wine a smooth character that has filled out the grape's natural tannins. It is a rich wine with red berry fruits that have a fine violet perfume. The wine is structured and firm, ready to drink from late 2016.",QP,87,12.0,Alentejano,,,Roger Voss,@vossroger,Marcolino Sebo 2013 QP Touriga Nacional (Alentejano),Touriga Nacional,Marcolino Sebo
40019,Portugal,"A young and fruity tawny that has dried fruits and fresh black fig and toffee. It is a smoothly textured wine, the spirit fully integrated into the sweetness and richness. Drink now.",Martha's Slim Collection Tawny,87,13.0,Port,,,Roger Voss,@vossroger,Martha's Wines NV Martha's Slim Collection Tawny  (Port),Port,Martha's Wines
40020,US,"In this wine a deft mix of brambly berries and bitter green herbs balances against firm, earthy tannins. The supporting acids are ample but not intrusive.",,87,24.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Torii Mor 2013 Pinot Noir (Willamette Valley),Pinot Noir,Torii Mor
40021,France,"Ripe and juicy, this is a warm, red-fruited wine. With plenty of acidity, it is fresh, although the big attraction here is the fresh fruit balanced by the firm, smoky tannins. Drink from summer 2016.",La Chenevière,87,15.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Vignerons de Bel Air 2014 La Chenevière  (Morgon),Gamay,Vignerons de Bel Air
40022,Italy,"Aromas of mature plum, dark berry and violet lead the way. On the straightforward palate, hints of toast and espresso add a bit of depth to the dried cherry core. Dusty but fleeting tannins lead to a slightly raspy finish.",Piegaia Riserva,87,25.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Villa Calcinaia 2012 Piegaia Riserva  (Chianti Classico),Sangiovese,Villa Calcinaia
40023,Chile,"This reddish-pink rosé of Syrah is clean up front, with touches of yeast, chewing gum and red fruits on the nose. Fairly full-bodied as rosé goes, this tastes fruity but nondescript, while the finish is similar before showing some sweetness.",Cefiro Reserva Syrah,87,12.0,Casablanca Valley,,,Michael Schachner,@wineschach,Viña Casablanca 2015 Cefiro Reserva Syrah Rosé (Casablanca Valley),Rosé,Viña Casablanca
40024,US,"Quite pale in color, this is an aromatically expressive, very varietal wine, with notes of forest floor, sarsaparilla and cherry. The flavors are light—not delivering on the aroma's promise—but still having richness, with nervy acids keeping it energized.",,87,16.0,Oregon,Oregon,Oregon Other,Sean P. Sullivan,@wawinereport,Windy Bay 2013 Pinot Noir (Oregon),Pinot Noir,Windy Bay
40025,Australia,"This medium-bodied wine offers an elegant, silky mouthfeel. Some yeasty-dough aromas add interest to the pineapple and tangerine flavors, which linger delicately on the finish.",Generation Series Cold Chalk,87,29.0,South Australia,Adelaide Hills,,Joe Czerwinski,@JoeCz,Mr. Riggs 2013 Generation Series Cold Chalk Chardonnay (Adelaide Hills),Chardonnay,Mr. Riggs
40026,Spain,"Standard aromas of cantaloupe and lees feed into a bright, lively palate with bracing acidity and good overall balance. Nectarine and citrus flavors are basic but hang in there on a lasting finish.",,87,13.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Muga 2014 Rosé (Rioja),Rosé,Muga
40027,Spain,"Aromas of peach, red apple skins and cantaloupe come with powdery, soapy notes. This feels fresh, with vivid flavors of stone fruits and peach pit. A steady, clean finish renders this proper for immediate consumption.",Clos de Torribas,87,12.0,Catalonia,Penedès,,Michael Schachner,@wineschach,Pinord 2014 Clos de Torribas Rosé (Penedès),Rosé,Pinord
40028,US,"It's quite different from the winery's inaugural 2005 Sangiovese, with more sweet cranberry fruit and chewy, peppery tannins. It's got both muscle and spice, with a sweet, cotton candy core that is buttressed with the power of   the lengthy finish that adds layers of fat and cocoa.",,87,20.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Trio Vintners 2006 Sangiovese (Walla Walla Valley (WA)),Sangiovese,Trio Vintners
40029,Greece,"A fine example of how integrated the Xinomavro grape can be. Earthy, Mediterranean nosings of eucalyptus, olive and clove lead into balanced, simply attractive flavors of spice and fruit that are robust but refined. A great choice for a spiced meat entree—think grilled lamb kebabs. Tannic but smooth.",Epilegmenos Reserve,87,16.0,Naoussa,,,Susan Kostrzewa,@suskostrzewa,Tsantali 2003 Epilegmenos Reserve Xinomavro (Naoussa),Xinomavro,Tsantali
40030,Italy,"Here is a luminous single-vineyard bubbly with steady and persistent perlage and pristine aromas of acacia flower, orange zest and peach. Thanks to small percentages of Verdiso and Perera, it is a very fruit-forward wine with great balance and drying mineral tones.",Dirupo Brut,87,16.0,Veneto,Prosecco di Valdobbiadene,,,,Andreola Orsola NV Dirupo Brut  (Prosecco di Valdobbiadene),Prosecco,Andreola Orsola
40031,Italy,"This Prosecco Brut (made with 5% Chardonnay for extra smoothness) delivers floral aromas of dried lavender and rose backed by mineral tones and pulpy peach. It's a lively and generous wine made by Franco Adami, one of the most charismatic and enthusiastic producers in Prosecco land.",Bosco di Gica Brut,87,18.0,Veneto,Prosecco di Valdobbiadene,,,,Adami NV Bosco di Gica Brut  (Prosecco di Valdobbiadene),Prosecco,Adami
40032,US,"Consumers need to be warned that this Zin has 16.3% alcohol, which puts it nearly in Port territory. That aside, it's a good example of its style, which lots of people like. Dry and well-structured in acids and tannins, it shows rich flavors of red and black currants, anise, cola and crushed pepper.",Monto Rosso Vineyard Viñas Antiguas,87,55.0,California,Sonoma Valley,Sonoma,,,Amapola Creek 2005 Monto Rosso Vineyard Viñas Antiguas Zinfandel (Sonoma Valley),Zinfandel,Amapola Creek
40033,Italy,"Belcanto di Bellussi is a soapy, fragrant expression of Prosecco with frothy cream and pretty aromas of fruity pulp and peach. This sparkler has a creamy mouthfeel and a generous sweet spot in the form of honey and melon.",Belcanto Extra Dry,87,14.0,Veneto,Prosecco di Valdobbiadene,,,,Bellussi NV Belcanto Extra Dry  (Prosecco di Valdobbiadene),Prosecco,Bellussi
40034,US,"Made in a spare, angular style, this has citrus zest, mineral and pear flavors, brightened by acidity. It's an elegant wine with a creamy, buttery texture.",Savoy Vineyard,87,35.0,California,Anderson Valley,,,,Breggo 2006 Savoy Vineyard Chardonnay (Anderson Valley),Chardonnay,Breggo
40035,Italy,"This Prosecco Extra Dry definitely boasts sweet, fruity tones of peach, melon and honey and backs those aromas with a creamy, frothy texture. It has piquant, lively effervescence and a crisp, citrusy finish. Col Vetoraz is located at the heart of Valdobbiadene's most celebrated cru.",Extra Dry,87,18.0,Veneto,Prosecco di Valdobbiadene,,,,Col Vetoraz Spumanti NV Extra Dry  (Prosecco di Valdobbiadene),Prosecco,Col Vetoraz Spumanti
40036,Spain,"Watermelon, cantaloupe and peach aromas are just as they should be, while the palate is whole, fresh and full of tangerine and nectarine. Compact, defined and complete, with a smooth, light finish. Nothing miraculous but great for summer sipping.",Rosado,87,12.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,El Coto 2007 Rosado Rosé (Rioja),Rosé,El Coto
40037,Argentina,"The ultimate patio/terrace wine has been found, and it's Urban from O. Fournier. True as can be, with lychee, acacia and green melon aromas and flavors, this wine is plump but refreshing, with honest Cafayate character. Maybe the best under-$10 white wine being made in Argentina.",Urban,87,8.0,Other,Cafayate,,Michael Schachner,@wineschach,O. Fournier 2007 Urban Torrontés (Cafayate),Torrontés,O. Fournier
40038,US,"From a vineyard in Philo comes this full-bodied rosé. Made by combining finished Pinot Noir wine with stainless steel-fermented free run juice, it has tart flavors of cherry skin, cherry juice and minerals.",Philo Rosé,87,22.0,California,Anderson Valley,,,,Standish 2006 Philo Rosé Pinot Noir (Anderson Valley),Pinot Noir,Standish
