id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
35000,Spain,"Toasty, oaky aromas of graphite, pepper, barrel char and black fruits properly announce a palate of chewy tannins and several layers of blackberry, cassis, barrel-spice, toast and chocolate flavors. Chocolaty depth on the finish only adds to the package. Drink through 2030.",Reserva,92,59.0,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Lleiroso 2011 Reserva  (Ribera del Duero),Tempranillo,Lleiroso
35001,France,"Making the best use of the privileged land around Mount Sainte-Victoire, this is a rich full-flavored wine. Produced by the major Rhône house of Chapoutier, it has a fine pedigree. That heritage leads to rich fruit that is scintillating with acidity and lifted by a light herbal edge. The wine will be ready to drink from 2018.",Château des Ferrages Mon Plaisir,92,23.0,Provence,Côtes de Provence Sainte-Victoire,,Roger Voss,@vossroger,M. Chapoutier 2016 Château des Ferrages Mon Plaisir Rosé (Côtes de Provence Sainte-Victoire),Rosé,M. Chapoutier
35002,Austria,"Slight pepper spice mingles with subdued, tart berry fruit on the nose of this wine. The palate adds supple vanilla and strawberry notes, with fine, smooth tannins and pervasive freshness. For now, the vanilla still dominates, but a little bottle age will help. Drink 2018–2022.",,92,14.0,Carnuntum,,,Anne Krebiehl MW,@AnneInVino,Markowitsch 2015 Pinot Noir (Carnuntum),Pinot Noir,Markowitsch
35003,US,"Soft and supple on the palate, this impressive wine is lightly spiced with dust and clove, its tannins rounded and in support of lingering cassis and red cherry flavors. Mocha and tobacco lend additional depth and complexity as it unfolds, punctuated by juicy acidity.",,92,100.0,California,Rutherford,Napa,Virginie Boone,@vboone,Mathew Bruno 2013 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Mathew Bruno
35004,US,"Crisp, refreshing and uniquely spicy and mineral-driven, this blends 50% Sauvignon blanc, 25% Ribolla Gialla, 20% Sémillon and 5% Tocai Friulano—all unusual varieties in the Napa Valley. Light, bright and fleshy, it tastes of lemon, mango and the sea.",,92,40.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Matthiasson 2014 White (Napa Valley),White Blend,Matthiasson
35005,US,"This blends 52% Chardonnay and 48% Pinot Noir in a seamless, focused package of bright acidity, moderate mousse and tangled peach, tangerine and blood orange flavors. It has impressive complexity and length, with a nutty note that closes out the finish.",DVX Sparkling Rosé,92,80.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Mumm Napa 2011 DVX Sparkling Rosé Sparkling (Napa Valley),Sparkling Blend,Mumm Napa
35006,France,"Here is all the right Volnay richness. The tannins give the wine a firm edge, a support for the soft, opulent center. Black berry and damson flavors are dominant, offering acidity to go with the ripe texture. Age for 5–6 years.",Brouillards Premier Cru,92,50.0,Burgundy,Volnay,,Roger Voss,@vossroger,Domaine Jessiaume 2008 Brouillards Premier Cru  (Volnay),Pinot Noir,Domaine Jessiaume
35007,US,"Emmy is 70% Mourvèdre and 30% Syrah blend. The fruit expression is pure and powerful, an intense burst of raspberry and cranberry, anchored in mineral and chalk. Only neutral oak was used, so the fruit is framed beautifully by the acids and tannins, and it is so pure and resonant that it is hard to believe that this wine won't age beautifully for a decade or more.",Emmy,92,36.0,Washington,Wahluke Slope,Columbia Valley,Paul Gregutt,@paulgwine ,Efeste 2008 Emmy Red (Wahluke Slope),Rhône-style Red Blend,Efeste
35008,US,"This is the kind of Cabernet that's soft and accessible enough to drink now. It's rich in blackberry, cherry and spice flavors, with a sweet edge of charred wood. Saved from mere simplicity by a fine, firm tannic structure.",,92,25.0,California,Napa Valley,Napa,,,Flying Horse 2005 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Flying Horse
35009,US,"Shows the bone-dry, crisply acidic minerality of the winery's Chardonnays, a brisk, elegant wine whose complexities make it fascinating. The lemon and lime flavors are enriched with a touch of oak and lees. Try aging for six years to experience an aged California Chardonnay.",,92,30.0,California,Spring Mountain District,Napa,,,Smith-Madrone 2008 Chardonnay (Spring Mountain District),Chardonnay,Smith-Madrone
