id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
95000,US,"Clay and minty cola aromas give nuance to the soft, dark, perfectly ripe blueberry fruit on the nose of this wine. Fine-grained but sticky tannins and a pinch of acidity frame the sip, where dark-roast espresso, beef char and cigar smoke flavors reign.",Unforgettable Destiny Vineyards,88,45.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Hunt Cellars 2010 Unforgettable Destiny Vineyards Merlot (Paso Robles),Merlot,Hunt Cellars
95001,US,"This has a solidly built, almost chunky style, with generous fruit flavors of melon and pear. A light wash of toast comes from aging in 20% new French oak.",Aroha Vineyard,88,24.0,Oregon,Umpqua Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Iris Vineyards 2014 Aroha Vineyard Chardonnay (Umpqua Valley),Chardonnay,Iris Vineyards
95002,US,"Spice, leather, pepper and plum mingle in this medium-weight effort. Purple fruits and intimations of ginger cookie are in play, with pretty baking spices on the finish.",Aroha Vineyard,88,24.0,Oregon,Umpqua Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Iris Vineyards 2014 Aroha Vineyard Syrah (Umpqua Valley),Syrah,Iris Vineyards
95003,US,"Quite a bit of power comes with this densely flavored, quite tannic and full-bodied wine. It smells almost roasted, but it offers nice, ripe berry, black cherry and dark chocolate flavors, a thick and astringent texture and lingering finish.",Reserve,88,20.0,California,Sierra Foothills,Sierra Foothills,Jim Gordon,@gordone_cellars,Ironstone 2011 Reserve Cabernet Franc (Sierra Foothills),Cabernet Franc,Ironstone
95004,US,"Heavy oak flavors and a massive mouthfeel make this wine a little intimidating for the uninitiated, but those who enjoy spicy oak flavors like vanilla and nutmeg—as well as the smoky overtones that come from toasted oak—will enjoy it. Thick layers of drying tannins almost overwhelm the palate, but then the ripe fruit kicks back in to keep it controlled.",,88,12.0,California,Lodi,Central Valley,Jim Gordon,@gordone_cellars,Ironstone 2014 Cabernet Franc (Lodi),Cabernet Franc,Ironstone
95005,US,"Here's a second-label, inexpensive Pinot Noir with genuine character and style. Full flavored, it offers clean and substantial fruit—ripe plum and cherry—along with a dash of sweet spice and mocha.",,88,18.0,Oregon,Oregon,Oregon Other,Paul Gregutt,@paulgwine ,Jezebel 2014 Pinot Noir (Oregon),Pinot Noir,Jezebel
95006,US,"Very light in color, this bottling is one of the first submitted in the vintage. It offers fresh lemon-lime soda, tangerine skin, lime zest and pear-blossom aromas. There's a touch of sweet to the palate, with poached apple, pear cider, tangerine juice and orange-skin flavors. The honeyed element grows quickly as the wine sits open.",Tondre Grapefield,88,22.0,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Joyce 2015 Tondre Grapefield Riesling (Santa Lucia Highlands),Riesling,Joyce
95007,US,"There's a bit of brown to the edges of this 100% new French-oak-aged wine, which shows kirsch, sasparilla, smoked pork and an almost cognac-like element on the aged nose. The flavors are rich and caramelized with seared cherries, woody oak and brown-fruit flavors.",Bacchus,88,65.0,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Kings Mountain 2011 Bacchus Pinot Noir (Santa Cruz Mountains),Pinot Noir,Kings Mountain
95008,US,"Delicate and retrained in aroma, this wine hails from an extreme coastal vineyard between Pismo Beach and the Edna Valley. With patience, Meyer lemon curd and scratched-lime elements emerge, and the flavors are also light, with more lemon and lime as well as Gala apple and Anjou pear flesh.",Spanish Springs Vineyard,88,28.0,California,San Luis Obispo County,Central Coast,Matt Kettmann,@mattkettmann,Last Light 2014 Spanish Springs Vineyard Chardonnay (San Luis Obispo County),Chardonnay,Last Light
95009,US,"Move past the initial, yeasty simplicity of this wine. It's unusual, to say the least, a white wine made exclusively from this dark Bordeaux red. Skin flavors and light, lemony fruit are in play, with hints of cucumber, white peach and melon.",Mae's Vineyard Blanc de,88,30.0,Oregon,Applegate Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Leah Jørgensen Cellars 2014 Mae's Vineyard Blanc de Cabernet Franc (Applegate Valley),Cabernet Franc,Leah Jørgensen Cellars
95010,US,"Roughly two-thirds Cabernet Franc and the rest Gamay, this is a peppery, tartly acidic red wine. Its sharp-edged berry fruit is braced with lemony scents and acids. Tannins are drying and a bit edgy.",Oregon Tour Rain Vin Rouge,88,25.0,Oregon,Oregon,Oregon Other,Paul Gregutt,@paulgwine ,Leah Jørgensen Cellars 2014 Oregon Tour Rain Vin Rouge Red (Oregon),Red Blend,Leah Jørgensen Cellars
95011,US,"Half tank fermented, half barrel fermented, this full-bodied and spicy effort marries apple and banana fruit flavors to a dash of piney herb. It strikes a different chord than most Willamette Valley Chardonnays, but has the suppleness and body to match most poultry dishes.",Anna Maria,88,22.0,Oregon,Applegate Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Valley View 2014 Anna Maria Chardonnay (Applegate Valley),Chardonnay,Valley View
