id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
30000,Austria,"A faint but enticing notion of pink grapefruit plays on the nose, and there are floral nuances too. The palate is fruity and fresh and has an appealing, concentrated core of textured citrus zest, followed by a wonderfully clean finish.",Ried Grillenparz Reserve,91,40.0,Kremstal,,,Anne Krebiehl MW,@AnneInVino,Stadt Krems 2014 Ried Grillenparz Reserve Riesling (Kremstal),Riesling,Stadt Krems
30001,US,"This approachable wine from the Fetzer organization was aged in Bourbon barrels. It has good balance, wonderful fruit flavors, a polished texture and lingering finish. Dark in color, the aromas suggest ripe berries and cherries, and the flavors flow similarly rich and deep.",Bourbon Barrel Aged,91,19.0,California,Mendocino,,Jim Gordon,@gordone_cellars,1000 Stories 2013 Bourbon Barrel Aged Zinfandel (Mendocino),Zinfandel,1000 Stories
30002,Chile,"Lightly herbal aromas of black currant, tobacco, minerals and latent char provide for a fine opening. Given that this is now 14+ years old, its core structure and acidity level are excellent. Rooty flavors of licorice and black currant show toast and chocolate accents, while the finish is dry, spicy and whole. This is living proof that top Chilean Cabernets from exceptional vintages can age for up to two decades; drink through 2020.",Family Selection,91,45.0,Curicó Valley,,,Michael Schachner,@wineschach,Aresti 2001 Family Selection Cabernet Sauvignon (Curicó Valley),Cabernet Sauvignon,Aresti
30003,US,"Very concentrated purple flowers aromas of violet and lavender are tough to crack at this early age, with pressed olallieberry, menthol and a forest floor tartness on the nose as well. The palate is quite tight, with espresso, underripe elderberry and plum-skin flavors, but the incredible energy and slight gamy character keeps it quite intriguing.",Bien Nacido X Block,91,50.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Bonny Doon 2012 Bien Nacido X Block Syrah (Santa Maria Valley),Syrah,Bonny Doon
30004,US,"This is a blend of two-thirds Merlot topped off with Cabernet Sauvignon, Cabernet Franc, Malbec and Petit Verdot. Mocha, raspberry and high-toned herb and spice aromas lead to elegant yet rich and well-balanced fruit flavors. It's a delight.",Le Coursier,91,34.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Brian Carter Cellars 2011 Le Coursier Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Brian Carter Cellars
30005,US,"This winery has made its mark over the years exclusively with blended wines, yet here is a single-varietal, single-vineyard offering. The aromas are expressive with notes of black cherry and high-toned herbs along with spice accents. The dark fruit and licorice flavors are tightly wound with a core of firm tannins and lively acids.",One Shaw Vineyard,91,50.0,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,Brian Carter Cellars 2011 One Shaw Vineyard Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Brian Carter Cellars
30006,France,"The second wine of Château du Tertre, this is produced by the winemaking team of the associated Château Giscours. It delivers the same elegance and sophistication with a more approachable fruitiness. Generous red and blackberry fruits are accompanied by concentration and some firm, smoky tannins. Drink this wine from 2017.",Les Hauts du Tertre,91,60.0,Bordeaux,Margaux,,Roger Voss,@vossroger,Château du Tertre 2012 Les Hauts du Tertre  (Margaux),Bordeaux-style Red Blend,Château du Tertre
30007,France,"Named Espérance (hope) by the South African owner, the château has produced a firm, structured wine from this exceptional vintage. It is still young, full of black-currant fruit and fresh acidity that contrast with the dark tannins that extend throughout the wine. Drink from 2018.",Espérance,91,22.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château l'Espérance 2010 Espérance  (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,Château l'Espérance
30008,France,"Rich and ripe, this wine full of blackberry fruits and balanced tannins has improved since it was reviewed from barrel. It has good concentration for the vintage, dominated by black fruit that offers good acidity at the end. Drink from 2022. Olivier is a large medieval hunting estate that has belonged to the Bethmann family since the 19th century.",,91,33.0,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château Olivier 2013  Pessac-Léognan,Bordeaux-style Red Blend,Château Olivier
30009,France,"A perfumed wine, this is full of black fruits that are shot through with acidity. It is bright, soft and only hinting at tannins. This second wine of Château Pichon Longueville Comtesse de Lalande will develop quickly and become an attractive, fruity wine from 2018.",Réserve de la Comtesse,91,,Bordeaux,Pauillac,,Roger Voss,@vossroger,Château Pichon Longueville Comtesse de Lalande 2013 Réserve de la Comtesse  (Pauillac),Bordeaux-style Red Blend,Château Pichon Longueville Comtesse de Lalande
30010,US,"An earthiness permeates this wine, from a wild site near the Pacific Ocean. Black tea, olive and crushed rock-influenced minerality keep it interesting as it goes, the tannins velvety though pronounced, especially on the finish.",Campbell Ranch,91,65.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Davis Family 2013 Campbell Ranch Pinot Noir (Sonoma Coast),Pinot Noir,Davis Family
30011,US,"Soft, silky and made in a delicate style, Horseshoe is all about forested earth, black tea and truffle, a delicate lining of orange peel accented in the background. The tannins are well managed and subtle, with the right amount of oak letting the minerality of the wine speak softly but surely.",Horseshoe Bend,91,55.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Davis Family 2013 Horseshoe Bend Pinot Noir (Russian River Valley),Pinot Noir,Davis Family
30012,US,"This polished wine is accented with small amounts of Cabernet Franc, Malbec, Petit Verdot and Cabernet Sauvignon. Juicy, spicy and leathery, it has a smoothness to the texture, the tannins well integrated and permissive of the plummy fruit. The finish has a smoky, mocha tinge.",,91,48.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Merryvale 2012 Merlot (Napa Valley),Merlot,Merryvale
30013,New Zealand,"This is a medium-bodied Pinot with a lacy, delicate texture, ideal for drinking over the next eight years or so. Briary, herbal notes accent bright cherry flavors that finish long and tangy, framed by supple tannins and a bit of vanilla.",High Block,91,40.0,Martinborough,,,Joe Czerwinski,@JoeCz,Murdoch James 2013 High Block Pinot Noir (Martinborough),Pinot Noir,Murdoch James
30014,US,"This is a nicely made, full-bodied wine, richly layered in vanilla, cassis and cedar, a mix of savory and fruity. Dried herb, tobacco and oak provide a succulent backbone while the acidity stays firm and fresh in the glass.",V Collection,91,50.0,California,St. Helena,Napa,Virginie Boone,@vboone,Napa Cellars 2012 V Collection Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,Napa Cellars
30015,US,"The first Zin reviewed from Naggiar, this is a beauty. Power and grace combine in this concentrated and well-structured wine. It smells and tastes like black cherries and blackberries with hints of cocoa and black pepper. The velvety texture delivers smoothness with a nice grip from tannins, and conveys a wonderful sense of depth.",Della Casa,91,22.0,California,Amador County,Sierra Foothills,Jim Gordon,@gordone_cellars,Naggiar 2013 Della Casa Zinfandel (Amador County),Zinfandel,Naggiar
30016,Italy,"A blend of 70% Nero d'Avola and 30% Nocera from the extreme tip of northeastern Sicily, this offers enticing scents of violet, red berry and Mediterranean brush. The bright, juicy palate doles out ripe black cherry, crushed raspberry, chopped herb and a note of ground pepper alongside fresh acidity and round, polished tannins. Drink through 2019.",Nero d'Avola Nocera,91,32.0,Sicily & Sardinia,Sicilia,,Kerin O’Keefe,@kerinokeefe,Planeta 2014 Nero d'Avola Nocera Red (Sicilia),Red Blend,Planeta
