id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
5000,Germany,"Slightly funky and leesy on the nose, with somewhat sweaty overtones to the citrus and apple aromas. But the flavors are pure, suggesting that the aromatics just need some time to come around—or a quick decanting. It's medium in body, with a crisp, tangy finish that artfully balances sweet and tart.",Brauneberger Juffer Kabinett,88,27.0,Mosel-Saar-Ruwer,,,Joe Czerwinski,@JoeCz,Willi Haag 2007 Brauneberger Juffer Kabinett Riesling (Mosel-Saar-Ruwer),Riesling,Willi Haag
5001,US,"Co-fermented with Viognier from the same vineyard, this is a lovely counterpoint to the big, bruising Barrister Bacchus Vineyard Syrah. Violets and chocolate dominate, with wild herb and cured meat flavors through the midpalate. Tannins are chewy and textured, with some stem and bark flavors.",Morrison Lane,88,23.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Barrister 2006 Morrison Lane Syrah (Walla Walla Valley (WA)),Syrah,Barrister
5002,South Africa,"Minerally slate and sultry apricot and peach start this elegant white. A waxy palate and soft, feminine flavors of honeysuckle and flowers—as well as a burst of fruit—give the wine a rich but pretty character.",,88,14.0,Coastal Region,,,Susan Kostrzewa,@suskostrzewa,Brampton 2007 Viognier (Coastal Region),Viognier,Brampton
5003,US,"Nicely styled, showing lots of licorice in the nose and in the flavors. Blackberry and plum, cedar and spice are gently introduced, and the balance of fruit, acid and tannin is taut and proportionate.",,88,33.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Cadaretta 2006 Merlot (Columbia Valley (WA)),Merlot,Cadaretta
5004,France,"Dry, lean and structured, here is a wine that initially seems to be missing its fruit. There are hints of black cherries and plum skins, but they are always going to be surrounded by a heavy tannic presence.",,88,,Bordeaux,Saint-Estèphe,,Roger Voss,@vossroger,Château Cos Labory 2006  Saint-Estèphe,Bordeaux-style Red Blend,Château Cos Labory
5005,France,"Ripe Merlot pushes through the tight tannins that are still evident in this wine. This dark, dry core dominates initially, and needs time to open up to show the vivid black currant flavors, touched with dried fruits and fresh finishing acidity.",,88,30.0,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château Teyssier 2006  Saint-Émilion,Bordeaux-style Red Blend,Château Teyssier
5006,US,"Chatter Creek's value-priced Bordeaux blend is often his most appealing red wine upon release. This is scented with hard cherry candy, and the flavors follow right on course. It needs some breathing time to open out, and as it does, the finish lingers with pleasing streaks of coffee and toast.",Blend 105 Red Wine,88,22.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Chatter Creek 2006 Blend 105 Red Wine Red (Columbia Valley (WA)),Red Blend,Chatter Creek
5007,Spain,"One of Spain's great full-force, modern-style wines, this excels despite the marginal 2008 vintage. It's open-knit and soft on the nose, with ladels of spice, graphite and black fruit aromas. It feels fresh, balanced and not overly tannic, with strapping blackberry, coffee, chocolate, spice and tobacco flavors all rolled into a fabulous whole. Licorice, espresso and amaro notes grace the padded finish. Drink now–2018.",San Román,95,70.0,Northern Spain,Toro,,Michael Schachner,@wineschach,Maurodos 2008 San Román  (Toro),Tinta de Toro,Maurodos
5008,US,"This is co-fermented Old Stones Vineyard and Cailloux Vineyard Cabernet Sauvignon (60%) and Syrah (40%), showing the funk of the terroir and less of the varietal character of the fruit. It's flavorful and textural, with earth, anise and smoke notes, plus a mineral-driven wet-stone base and exceptional length.",The Creator,95,55.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,K Vintners 2009 The Creator Cabernet Sauvignon-Syrah (Walla Walla Valley (WA)),Cabernet Sauvignon-Syrah,K Vintners
5009,US,"A four-grape, Bordeaux-style blend, this packs 57% Cabernet Sauvignon, 27% Merlot, 13% Cabernet Franc and 3% Malbec. Refined and elegant, it is precisely structured, with a firm herbal attack and a perfect blend of berry and cassis flavors. It's dense, deep and compact, suggesting long aging ahead.",,95,50.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Pirouette 2009 Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Pirouette
