id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
105000,Italy,"This has very nice aromatic intensity, boasting layers of peach blossom, jasmine and honey. Sweet peach tones appear on the close and are enhanced by the wine's creamy texture.",Millesimato Dry,88,27.0,Veneto,Conegliano Valdobbiadene Prosecco Superiore,,,,Malibràn 2011 Millesimato Dry  (Conegliano Valdobbiadene Prosecco Superiore),Glera,Malibràn
105001,US,"Tough and gritty in tannins, this Cabernet is still raw. There's a flattering core of ripe blackberry and black currant fruits, but the wine doesn't show the approachability of other 2007 Cabernets. Give it another five years in the cellar, but no guarantees that the fruit will outlast the tannins.",Reserve,88,80.0,California,Napa Valley,Napa,,,Mount Veeder 2007 Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Mount Veeder
105002,US,"This full-bodied version—sourced from Napa Valley's famed Stagecoach Vineyard—tastes very much like a barrel-fermented Sauvignon Blanc, with honey and green apple flavors. Well-made, the finish shows the wine's time spent in 33% French oak.",Margaret's Mandate,88,35.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Olson Ogden 2009 Margaret's Mandate Marsanne (Napa Valley),Marsanne,Olson Ogden
105003,Italy,"Col di Manza has it all: It's a vineyard-designate, vintage-dated Prosecco Superiore made with organically and biodynamically farmed fruit. It's a mouthful, with soft effervescence and fruit intensity.",Col di Manza Millesimato Rive di Ogliano Extra Dry,88,18.0,Veneto,Conegliano Valdobbiadene Prosecco Superiore,,,,Perlage 2010 Col di Manza Millesimato Rive di Ogliano Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore),Glera,Perlage
105004,US,"Aromas of green apple, melon, pear and a hint of Meyer lemon introduce this tart and flavorful Pinot Gris. It's lightly spiced, fruity and compact.",Estate Renovação,88,20.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Coelho 2011 Estate Renovação Pinot Gris (Willamette Valley),Pinot Gris,Coelho
105005,Italy,"A polished and very tonic effort, with a sharp personality and bright aromas of lemon, white flower, flint and crushed white pepper. It's crisp and balanced overall.",Brut,88,18.0,Veneto,Conegliano Valdobbiadene Prosecco Superiore,,,,Col Vetoraz Spumanti 2011 Brut  (Conegliano Valdobbiadene Prosecco Superiore),Glera,Col Vetoraz Spumanti
105006,Portugal,"Fruit and barnyard flavors combine to give a wine that, while on the rustic side, still has an attractive juicy quality. It is full bodied; its acidity combines with a ripe plum flavor.",,88,20.0,Alentejano,,,Roger Voss,@vossroger,Cortes de Cima 2010 Red (Alentejano),Portuguese Red,Cortes de Cima
105007,US,"Pungent of baked plum and baking spice, this Shenandoah Barbera is soft and rustic, yet refined, with a jolt of mocha espresso on the finish. The expert acidity enveloping this wine should pair with Mediterrean-themed food.",Cooper Ranch,88,25.0,California,Shenandoah Valley (CA),Sierra Foothills,Virginie Boone,@vboone,Easton 2009 Cooper Ranch Barbera (Shenandoah Valley (CA)),Barbera,Easton
105008,US,"Florally pungent, with sweet peach and apricot notes, this smells great. It's richly textured and balanced.",Estate,88,18.0,California,El Dorado,Sierra Foothills,Virginie Boone,@vboone,Holly's Hill 2010 Estate Roussanne (El Dorado),Roussanne,Holly's Hill
105009,France,"On the ripe, tropical side of Pouilly, this is a full wine, laden with attractive notes of wood, juicy yellow fruit and bitter orange zest. It is warm, rich and ready to drink later this year.",,88,,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Roux Père et Fils 2010  Pouilly-Fuissé,Chardonnay,Roux Père et Fils
105010,Italy,"This offers a bright and intense bouquet of white flower, peach blossom, almond paste and orange zest. A pretty sensation of sweetness gives it a round, creamy feel on the finish.",Santo Stefano Dry,88,19.0,Veneto,Conegliano Valdobbiadene Prosecco Superiore,,,,Ruggeri & C. NV Santo Stefano Dry  (Conegliano Valdobbiadene Prosecco Superiore),Glera,Ruggeri & C.
105011,Argentina,"A consistent Torrontés, with tropical and exotic aromas of green melon, lychee and bath oil. It feels round despite sporting nice acids, while flavors of green apple, lychee, melon and cardamom work well in front of a long, sweet, pithy finish.",Reserva,88,15.0,Other,Salta,,Michael Schachner,@wineschach,Terrazas de Los Andes 2011 Reserva Torrontés (Salta),Torrontés,Terrazas de Los Andes
105012,Italy,"This opens with sweet fruit tones of honeydew, ripe peach and apricot. The full, generous mouthfeel is quite loveable.",,88,20.0,Northeastern Italy,Collio,,,,Conti Formentini 2010 Pinot Grigio (Collio),Pinot Grigio,Conti Formentini
